en_name,ch_name,url,ranking,area,tofel,ielts,gmat,gre,tofel_sub,ielts_sub,gmat_sub,gre_sub,curriculum,area_1,area_ranking,entrance_time,project_length,tuition,region
MSc Construction Management,伦敦大学城市学院施工管理理学硕士,/majr_64820,QS排名：300+,工科 工程管理,100,7,,,L:17 | R:18 | W:24 | S:20 ,W:6.5 ,,,,工程管理,25,9月,1年,20700英镑/年,Britain
"MSc Project Management, Finance and Risk",伦敦大学城市学院项目管理，财务与风险理学硕士,/majr_64831,QS排名：300+,工科 工程管理,92,6.5,,,/,/,,,"管理项目风险和不确定性, 优化与决策, 项目生命周期, 金融工程与规划, 入门数学, 学位论文, 展示数据, 管理与领导力观点, 创业，创新与企业, 供应链管理, 决策科学I：复杂系统和网络, 决策科学II：博弈论",工程管理,25,9月,1年,21800英镑/年,Britain
MSc Management,伦敦大学城市学院管理学理学硕士,/majr_71543,QS排名：300+,商科 管理,100,7,,,L:23 | R:23 | W:25 | S:23 ,L:6 | R:6 | W:6.5 | S:6 ,,,"会计和金融；, 市场营销原理和策略；, 数字化管理；, 商业定量方法；, 商业与管理经济学；, 商业研究方法；, 商业研究项目；",管理,25,9月,1年,28000英镑/年,Britain
MSc Entrepreneurship,伦敦大学城市学院创业精神理学硕士,/majr_64748,QS排名：300+,商科 创业与创新,100,7,,,L:23 | R:23 | W:25 | S:23 ,L:6 | R:6 | W:6.5 | S:6 ,,,"新创企业, 管理创新, 企业家会计, 营销创新, 创业指导, 新产品开发, 资助新企业, 高成长创业, 销售管理, 目的驱动的企业家精神, 管理操作以扩大规模, 领先的创业团队",创业与创新,25,9月,1年,28800英镑/年,Britain
MSc Digital Supply Chain Management,伦敦大学城市学院数字供应链管理理学硕士,/majr_64752,QS排名：300+,商科 供应链管理,100,7,,,L:23 | R:23 | W:25 | S:23 ,L:6 | R:6 | W:6.5 | S:6 ,,,"会计与金融基础, 创造价值的策略, 供应链管理分析, 营运管理, 供应链管理导论, 研究设计, 项目管理, 全球采购, 应链金融, 物流与运输分析, 全球供应链管理咨询技巧, 业务可持续发展",供应链管理,25,9月,1年,28800英镑/年,Britain
"MSc Innovation, Creativity and Leadership",伦敦大学城市学院创新，创造力和领导力理学硕士,/majr_64753,QS排名：300+,商科 创业与创新,100,7,,,L:23 | R:23 | W:25 | S:23 ,L:6 | R:6 | W:6.5 | S:6 ,,,"创意写作, 创造性的问题解决与领导力, 领先的创意设计, 知识产权法与管理, 创造与创新心理学, 技术，创造力和创新, 提供创新, 创意与创意产业, 商业与社会, 全球战略, 组织创新, 新市场创造",创业与创新,25,9月,1年,23500英镑/年,Britain
MSc Real Estate,伦敦大学城市学院房地产理学硕士,/majr_64761,QS排名：300+,商科 房地产,100,7,,,L:23 | R:23 | W:25 | S:23 ,L:6 | R:6 | W:6.5 | S:6 ,,,"评估原则, 应用数据分析, 资产和资金管理, 经济与市场分析, 应用评估, 财务建模, 应用估价和税收, 房东和房客法, 投资工具和投资组合, 发展与规划, 建筑项目管理与采购, 项目管理，专业实践导论",房地产,25,9月,1年,25500英镑/年,Britain
MSc Real Estate Investment,伦敦大学城市学院房地产投资理学硕士,/majr_64762,QS排名：300+,商科 房地产,100,7,,,L:23 | R:23 | W:25 | S:23 ,L:6 | R:6 | W:6.5 | S:6 ,,,"投资市场, 应用统计, 评估和财务建模, 经济与市场分析, 投资组合和资产分配, 投资工具, 应用财务分析, 债务融资与投资, 公司重组, 伦理，社会与金融部门, 家族企业, 私募股权投资",房地产,25,9月,1年,25500英镑/年,Britain
MSc Food Policy,伦敦大学城市学院食品政策理学硕士,/majr_64805,QS排名：300+,社科 公共政策与事务,100,7,,,/,/,,,"食品与公共政策, 粮食，文化与社会, 粮食的政治经济学, 食品，公共卫生与环境",公共政策与事务,25,9月,1年,14200英镑/年,Britain
Full-time MBA,伦敦大学城市学院工商管理,/majr_64751,QS排名：300+,商科 工商管理,100,7,,,L:22 | R:24 | W:25 | S:25 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"会计与财务报告, 组织行为, 战略, 投资市场, 商业分析, 全球经济中的商业, 人力资源管理, 营运管理, 营销学, 公司治理, 企业融资, 数字技术与业务创新",工商管理,25,9月,1年,48000英镑/年,Britain
MSc Energy and Environmental Technology and Economics,伦敦大学城市学院能源与环境技术与经济理学硕士,/majr_64823,QS排名：300+,工科 能源,92,6.5,,,/,/,,,"能源与环境问题简介, 能源政策和经济维度, 企业能源管理, 可再生能源和可持续性, 能源经济学和金融学, 运输能源和排放, 工业和建筑环境中的能源, 能源市场与能源贸易, 风险管理, 供水与管理, 分布式发电和智能电网",能源,25,9月,1年,20700英镑/年,Britain
MSc Renewable Energy and Power Systems Management,伦敦大学城市学院可再生能源和电力系统管理理学硕士,/majr_64832,QS排名：300+,工科 能源,92,6.5,,,/,/,,,"电力系统与能源管理概论, 发电部门的供应链管理, 可再生能源基础知识和可持续能源技术, 使用智能电网技术进行输配电系统管理, 电力系统设计与仿真, 电力电子, 电力系统保护与电网稳定性, 电力行业经济学, 论文",能源,25,9月,1年,20700英镑/年,Britain
MSc Economic Evaluation in Health Care,伦敦大学城市学院卫生保健经济评价理学硕士,/majr_64776,QS排名：300+,社科 公共卫生,,6.5,,,,L:6 | R:6 | W:6 | S:6 ,,,"定量方法（健康）, 卫生保健的高级经济评估, 经济评价, 经济评估研讨会, 福利经济学, 流行病学, 卫生经济学, 经济研究项目",公共卫生,25,9月,1年,19500英镑/年,Britain
MSc Health Management,伦敦大学城市学院健康管理理学硕士,/majr_64806,QS排名：300+,社科 公共卫生,100,7,,,L:20 | R:19 | W:24 | S:20 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"医疗保健战略管理, 医疗保健管理与领导力, 健康创新与系统变革, 金融与企业绩效, 经济评估与制药, 健康管理顾问, 研究方法与应用数据分析",公共卫生,25,1/9月,1年,16320英镑/年,Britain
MSc Health Policy,伦敦大学城市学院卫生政策理学硕士,/majr_64807,QS排名：300+,社科 公共卫生,100,7,,,/,/,,,"卫生政策流程，政治和权力, 国际卫生系统, 健康经济学, 循证评估, 英国的卫生政策, 系统领导, 以人为本的综合健康和社会护理, 公共卫生, 全球健康, 健康的社会决定因素, 心理健康的当代问题",公共卫生,25,1/9月,1年,14050英镑/年,Britain
MPH Public Health,伦敦大学城市学院公共卫生硕士,/majr_64812,QS排名：300+,社科 公共卫生,100,7,,,L:20 | R:19 | W:24 | S:20 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"公共卫生, 流行病学, 全球卫生, 健康的社会决定因素, 研究方法和应用数据分析简介, 循证评估, 卫生政策程序，政治与权力, 卫生经济学, 英国的卫生政策, 国际卫生系统, 领导变革, 先进的研究方法",公共卫生,25,9月,1年,14750英镑/年,Britain
MSc Organisational Psychology,伦敦大学城市学院组织心理学理学硕士,/majr_64796,QS排名：300+,社科 心理学,,7,,,,L:7 | R:7 | W:7 | S:7 ,,,"员工福利, 工作设计，组织变革与发展, 职业，发展与培训, 教练心理学, 心理评估, 研究方法, 专注于个人和领导力发展, 科学家医生",心理学,25,9月,1年,20700英镑/年,Britain
MSc Maritime Operations and Management,伦敦大学城市学院海上运营与管理理学硕士,/majr_64829,QS排名：300+,工科 海洋技术,92,6.5,,,/,/,,,"专业研究, 海洋经济与会计, 海事法, 海上作业与保险, 海事管理, 海事科技, 环境问题, 专案, 海上服务营销, 港口，战略与发展, 安全研究, 船舶设计",海洋技术,25,9月,1年,20700英镑/年,Britain
MSc Maritime Safety and Security Management,伦敦大学城市学院海事安全和安保管理理学硕士,/majr_71544,QS排名：300+,工科 海洋技术,92,6.5,,,/,/,,,"专业研究；, 海事技术；, 海上作业与保险；, 海事经济与会计；, 海事管理；, 环境问题；, 安全与网络风险研究；, 海上安全；",海洋技术,25,9月,1年,20700英镑/年,Britain
"MSc Clinical, Social and Cognitive Neuroscience",伦敦大学城市学院临床，社会和认知神经科学理学硕士,/majr_64767,QS排名：300+,社科 医学,,7,,,,L:7 | R:7 | W:7 | S:7 ,,,"神经科学原理：大脑解剖学，技术和范例, 发展认知神经科学, 心理健康，幸福与神经科学, 认知神经科学与神经心理学的基本过程I, 认知神经科学与神经心理学的基本过程II, 社会认知与社会大脑, 统计模型与研究方法与程序设计, 研究论文",医学,25,9月,1年,18200英镑/年,Britain
MSc Clinical Optometry,伦敦大学城市学院临床验光理学硕士,/majr_64803,QS排名：300+,社科 医学,100,7,,,L:20 | R:19 | W:24 | S:20 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"研究方法和应用数据分析, 学位论文, 青光眼专业证书, 儿科眼科专业证书, 低视力专业证书, 治疗原理, 处方原则, 独立开处方, 临床管理指南, 高级眼科检查",医学,25,1/9月,1年,14050英镑/年,Britain
MSc Enhanced Midwifery Care,伦敦大学城市学院助产保健理学硕士,/majr_64804,QS排名：300+,社科 医学,100,7,,,/,/,,,"研究方法和应用数据分析概论, 高级实践的关键方法, 助产理论和专业, 风险与助产实践, 最佳出生的哲学，知识，技能和证据, 推进产妇实践：促进团体产前保健, 卫生和社会护理调试, 重症监护核心技能, 卫生政策流程，政治和权力, 英国卫生政策, 宫颈细胞学, 流行病学",医学,25,1/9月,1年,14050英镑/年,Britain
MSc Global Maternal Health,伦敦大学城市学院全球孕产妇健康理学硕士,/majr_71546,QS排名：300+,社科 医学,,6.5,,,,/,,,"实施助产士主导的护理模式（在线）；, 研究方法和数据分析基础（在线）；, 提高助产知识：专业，理论和实践（在线）；, 全球孕产妇保健问题（在线）；, 全球孕产妇保健实施和创新项目（在线）；, 卫生政策过程、政治与权力；, 国际卫生系统；, 卫生经济学；, 英国的卫生政策；, 全球卫生；, 流行病学；, 公共卫生；, 硕士论文；",医学,25,9月,1年,14000英镑/年,Britain
MSc Speech and Language Therapy,伦敦大学城市学院言语和语言治疗理学硕士,/majr_64813,QS排名：300+,社科 语言,110,8,,,L:29 | R:29 | W:30 | S:28 ,L:7.5 | R:7.5 | W:7.5 | S:7.5 ,,,"语音，语音和语音发展, 生物医学科学, 寿命跨度心理学与研究方法, 语言障碍，不流畅性和扩张性, 吞咽困难，声音，运动言语障碍，痴呆, 语言科学：语言学和语言发展, 专业研究A, 循证实践和数据分析, 声学，听觉和耳聋, 获得性和发展性语言障碍, 自闭症谱系障碍，学习障碍，儿童心理健康，脑瘫，腭裂, 专业研究B",语言,25,9月,2年,19000英镑/年,Britain
MA International Publishing,伦敦大学城市学院国际出版文学硕士,/majr_64790,QS排名：300+,社科 传播,,7,,,,L:5.5 | R:5.5 | W:6.5 | S:5.5 ,,,"出版业务与市场营销, 编辑和制作的作用：执行作者，清单和知识产权, 数字出版, 出版历史文化, 重大项目-出版和国际出版, 国际出版案例研究, 创建和开发印刷内容, 内容的战略管理：印刷和数字, 数字产品创新, 情境类型, 妇女写作理论化, 文字和图像",传播,25,9月,1年,18100英镑/年,Britain
MA Media and Communications,伦敦大学城市学院媒体与传播文学硕士,/majr_64793,QS排名：300+,社科 传播,,7,,,,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"媒体与传播理论, 研究工作坊, 跨国媒体与传播, 传播政策的发展, 民主化与网络传播, 传播，文化与发展, 名人, 文化产业的道德与社会责任, 数字文化, 受众与营销, 应用定性数据分析, 调查研究方法",传播,25,9月,1年,21600英镑/年,Britain
MA Publishing,伦敦大学城市学院出版文学硕士,/majr_64797,QS排名：300+,社科 传播,,7,,,,L:5.5 | R:5.5 | W:6.5 | S:5.5 ,,,"出版业务与营销, 编辑和制作的作用：执行作者，清单和知识产权, 数字出版, 出版历史与文化, 重大项目-出版和国际出版, 专业实习, 创建和开发印刷内容, 内容的战略管理：印刷与数字, 数字产品创新, 内容类型, 妇女写作理论化, 文字和图像",传播,25,9月,1年,18100英镑/年,Britain
MSc Insurance and Risk Management,伦敦大学城市学院保险与风险管理理学硕士,/majr_64754,QS排名：300+,商科 其他商科,100,7,,,L:23 | R:23 | W:25 | S:23 ,L:6 | R:6 | W:6.5 | S:6 ,,,"保险法律法规, 财务原理与财务分析, 风险管理, 风险与保险市场理论, 保险业会计与财务管理, 保险与金融服务业的业务组织与企业战略, 一般保险, 风险分析与建模, 研究项目管理技能研讨会, 商业研究项目, 操作风险管理, 替代性风险转移和风险证券化",其他商科,25,9月,1年,23500英镑/年,Britain
"MSc Shipping, Trade and Finance",伦敦大学城市学院航运，贸易和金融理学硕士,/majr_64763,QS排名：300+,商科 其他商科,100,7,,,L:23 | R:23 | W:25 | S:23 ,L:6 | R:6 | W:6.5 | S:6 ,,,"管理会计, 财务原理, 定量方法, 研究方法和专业技能, 国际经济学, 航运经济学, 先进的定量方法, 企业融资, 金融市场, 国际商品贸易, 航运投资理财, 能源，航运，贸易和金融业务分析",其他商科,25,9月,1年,28000英镑/年,Britain
MA Broadcast Journalism,伦敦大学城市学院广播新闻学文学硕士,/majr_64765,QS排名：300+,社科 新闻,,7,,,,L:6.5 | R:6.5 | W:7 | S:6.5 ,,,"新闻道德, 电视和广播新闻采集, 新闻日和工作室制作, 政治头条, 英国媒体法, 新闻创新, 数据新闻学导论, 播客新闻学",新闻,25,9月,1年,22700英镑/年,Britain
MA Creative Writing,伦敦大学城市学院创意写作文学硕士,/majr_64768,QS排名：300+,社科 文化,,7,,,,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"阅读作为作家, 写作业务, 创意写作研讨会：小说基础, 创意写作研讨会：体裁小说基础, 创意写作研讨会：非小说基础, 构成身份, 想象中的社区, 文学制图, 情境类型, 内容创新",文化,25,9月,1年,19300英镑/年,Britain
MA Creative Writing and Publishing,伦敦大学城市学院创意写作与出版文学硕士,/majr_64769,QS排名：300+,社科 文化,,7,,,,L:5.5 | R:5.5 | W:7 | S:5.5 ,,,"编辑和制作的作用：执行作者，清单和知识产权, 数字出版, 重大项目-创意写作和出版, 创意写作工作坊, 讲故事, 出版业务与营销, 专业实习, 创建和开发印刷内容, 内容的战略管理：印刷与数字, 国际出版案例研究, 数字产品创新, 内容类型",文化,25,9月,1年,18100英镑/年,Britain
MFA Creative Writing,伦敦大学城市学院创意写作艺术硕士,/majr_64770,QS排名：300+,社科 文化,,7,,,,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"阅读作为作家, 写作业务, 教学创意写作, 创意写作研讨会：小说基础, 创意写作研讨会：体裁小说基础, 创意写作研讨会：非小说基础, 构成身份, 想象中的社区, 文学制图, 情境类型, 数字出版, 内容创新",文化,25,9月,2年,19300英镑/年,Britain
"MA Culture, Policy and Management",伦敦大学城市学院文化，政策与管理文学硕士,/majr_64772,QS排名：300+,社科 文化,,6.5,,,,W:7 ,,,"文化, 管理组织, 文化政策, 研究概论, 学位论文, 观众与行销, 数字文化, 文化产业的道德与社会责任, 公共文化：文化部门的多样性，平等和行动主义, 传播，文化与发展（社会学）, 国际政治国际组织（国际政治）, 发展与传播政策",文化,25,9月,1年,21400英镑/年,Britain
MA Data Journalism,伦敦大学城市学院数据新闻学文学硕士,/majr_64773,QS排名：300+,社科 新闻,,7,,,,L:6.5 | R:6.5 | W:7 | S:6.5 ,,,"数据新闻学, 数据可视化和交流, 数据调查, 新闻应用程序, 新闻伦理学, 新闻事业组合, 采访和写作, 英国媒体法",新闻,25,9月,1年,22700英镑/年,Britain
MA English,伦敦大学城市学院英语文学硕士,/majr_64778,QS排名：300+,社科 文化,,7,,,,L:5.5 | R:5.5 | W:6.5 | S:5.5 ,,,"文学理论和概念（核心）, 构成身份, 文学制图学, 文字和图像, 出版历史文化, 创意写作研讨会, 研究方法, 想象中的社区, 妇女写作理论, 数字产品创新",文化,25,9月,1年,17500英镑/年,Britain
"MA Erasmus Mundus Masters: Journalism, Media and Globalisation",伦敦大学城市学院新闻学，媒体与全球化文学硕士,/majr_64779,QS排名：300+,社科 新闻,100,7,,,/,L:6 | R:6 | W:6 | S:6 ,,,"全球化：报告全球变化, 全球化与国家转型, 全球化，文化与媒体的作用, 记者的社会科学方法, 研究新闻, 分析新闻学, 数据新闻学, 金融新闻学基础, 报告业务",新闻,25,9月,2年,7000英镑/年,Britain
MA Financial Journalism,伦敦大学城市学院金融新闻学文学硕士,/majr_64781,QS排名：300+,社科 新闻,,7,,,,L:6.5 | R:6.5 | W:7 | S:6.5 ,,,,新闻,25,9月,1年,22700英镑/年,Britain
MA Global Creative Industries,伦敦大学城市学院全球创意产业文学硕士,/majr_64782,QS排名：300+,社科 文化,,6.5,,,,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"全球创意产业, 创意城市, 文化, 伦理与创意产业的社会责任, 国际政治中的国际组织, 全球政治经济学–当代方法, 专业安置, 全球创意产业–区域研究, 研究简介, 全球化和身份认同, 数字文化, 传播政策的发展",文化,25,9月,1年,19900英镑/年,Britain
MA Interactive Journalism,伦敦大学城市学院互动新闻文学硕士,/majr_64785,QS排名：300+,社科 新闻,,7,,,,L:6.5 | R:6.5 | W:7 | S:6.5 ,,,"新闻伦理学, 新闻事业组合, 最终项目, 社交，社区和多媒体管理, 数据新闻学, 英国媒体法, 多媒体讲故事, 新闻创新, 数据可视化与交流, 政治头条, 受众群体策略",新闻,25,9月,1年,22700英镑/年,Britain
MA International Journalism,伦敦大学城市学院国际新闻学文学硕士,/majr_64787,QS排名：300+,社科 新闻,,7,,,,L:6.5 | R:6.5 | W:7 | S:6.5 ,,,"全球新闻学, 新闻讲故事, 国际新闻, 生产, 道德，规范和标准, 最终项目, 论文项目, 印刷新闻学, 广播新闻学, 学位论文, 文化艺术, 金融与商业",新闻,25,9月,1年,22700英镑/年,Britain
MA Investigative Journalism,伦敦大学城市学院调查新闻学文学硕士,/majr_64791,QS排名：300+,社科 新闻,,7,,,,L:6.5 | R:6.5 | W:7 | S:6.5 ,,,"新闻组合, 编辑制作, 新闻伦理学, 最终项目, 调查报告, 英国媒体法, 政治头条, 数据新闻学",新闻,25,9月,1年,22700英镑/年,Britain
MA Magazine Journalism,伦敦大学城市学院杂志新闻学文学硕士,/majr_64792,QS排名：300+,社科 新闻,,7,,,,L:6.5 | R:6.5 | W:7 | S:6.5 ,,,"道德，规则和标准, 新闻事业组合, 编辑制作, 英国媒体法, 杂志业务, 最终项目, 政治头条, 数据新闻学, 播客, 文化艺术, 金融与商业, 健康，科学与环境",新闻,25,9月,1年,22700英镑/年,Britain
MA Music by Research,伦敦大学城市学院研究音乐文学硕士,/majr_64794,QS排名：300+,社科 其他社科,,6,,,,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"音乐和声音练习的背景, MA重大项目",其他社科,25,9月,1年,13800英镑/年,Britain
MA Newspaper Journalism,伦敦大学城市学院报纸新闻学文学硕士,/majr_64795,QS排名：300+,社科 新闻,,7,,,,L:6.5 | R:6.5 | W:7 | S:6.5 ,,,"道德，规则和标准, 新闻组合, 编辑制作, 最终项目, 英国媒体法, 社交和数字新闻学, 政治头条, 生活方式专长, 报告中东专长, 文化艺术专修, 人道主义报告专家, 政治报告专业",新闻,25,9月,1年,22700英镑/年,Britain
MA Television Journalism,伦敦大学城市学院电视新闻学文学硕士,/majr_64800,QS排名：300+,社科 新闻,,7,,,,L:6.5 | R:6.5 | W:7 | S:6.5 ,,,"新闻道德, 最终项目, 电视和广播新闻采集, 新闻日和工作室制作, 英国媒体法, 政治头条, 新闻创新, 数据新闻学导论, 播客",新闻,25,9月,1年,22700英镑/年,Britain
MSc Primary Care (Practice Nursing),伦敦大学城市学院初级保健（实践护理）理学硕士,/majr_64810,QS排名：300+,社科 其他社科,100,7,,,L:20 | R:19 | W:24 | S:20 ,L:6.5 | R:6.5 | W:6.5 | S:6.5 ,,,"护理实践中的关键概念, 研究方法, 卫生政策与政治, 论文, 宫颈细胞学, 护理实践中的关键概念, 哮喘和慢性阻塞性肺疾病, 初级保健的临床评估, 避孕与性健康-理论, 糖尿病护理, 临床实践中的支持和评估",其他社科,25,2月,1年,11240英镑/年,Britain
MSc Data Science,伦敦大学城市学院数据科学理学硕士,/majr_64822,QS排名：300+,理科 数据科学,92,6.5,,,L:20 | R:20 | W:22 | S:20 ,L:6 | R:6 | W:6 | S:6 ,,,"数据科学原理, 机器学习, 大数据, 神经计算, 视觉分析, 研究方法和专业问题, 高级数据库, 信息检索, 数据可视化, 数字信号处理和音频编程, 云计算, 计算机视觉",数据科学,25,9月,1年,21800英镑/年,Britain
MS in Finance,乔治华盛顿大学金融硕士,/majr_65589,QS排名：300+,商科 金融,100,7,/,/,/,6,/,/,,金融,25,春季/秋季,12或24个月,1960美元/学分,US
MS in Computer Science,乔治华盛顿大学计算机科学理学硕士,/majr_72047,QS排名：300+,工科 计算机,80,6,/,/,/,5,/,50% （encouraged）,,计算机,25,春季/夏季/秋季,30学分,1995美元/学分,US
Master of Science in Business Analytics,乔治华盛顿大学商业分析硕士,/majr_65535,QS排名：300+,商科 商业分析,100,7,/,/,/,6,/,/,,商业分析,25,秋季,12或16个月,1765美元/学分,US
MS in Electrical Engineering,乔治华盛顿大学电气工程理学硕士,/majr_72082,QS排名：300+,工科 电气电子,80,6,/,/,/,5,/,50% （encouraged）,,电气电子,25,"春季/秋季
",30学分,1995美元/学分,US
MS in Mechanical and Aerospace Engineering,乔治华盛顿大学机械与航天工程理学硕士,/majr_71864,QS排名：300+,工科 机械工程,80,6,/,/,/,5,/,/,,机械工程,25,秋季/春季/夏季,33学分,1995美元/学分,US
MS in Biostatistics,乔治华盛顿大学生物统计学理学硕士,/majr_71746,QS排名：300+,理科 数学,100,7,/,/,/,"L6,W6,R6,S6",/,/,,数学,25,秋季,33学分,1995美元/学分,US
MPH in Biostatistics,乔治华盛顿大学生物统计学公共卫生硕士,/majr_71747,QS排名：300+,理科 数学,100,7,/,/,/,"L6,W6,R6,S6",/,/,,数学,25,春季/夏季/秋季,45学分,1620美元/学分,US
MS in Statistics,乔治华盛顿大学统计学理学硕士,/majr_72068,QS排名：300+,理科 数学,80,6,/,/,/,5,/,"V15%,Q80%",,数学,25,春季/秋季,30学分,1885美元/学分,US
MS in Mechanical Engineering,弗吉尼亚理工大学机械工程理学硕士,/majr_71868,QS排名：300+,工科 机械工程,105,7,/,/,/,/,/,"Analytical Writing : 4.5
Verbal : 150.0
Quantitative : 165.0",,机械工程,25,秋季/春季,30学分,1578.5美元/年,US
MEng in Mechanical Engineering,弗吉尼亚理工大学机械工程工学硕士,/majr_71869,QS排名：300+,工科 机械工程,105,7,/,/,/,/,/,"Analytical Writing : 4.5
Verbal : 150.0
Quantitative : 165.0",,机械工程,25,秋季/春季,30学分,1578.5美元/年,US
Masters Degree Program in Civil Infrastructure Engineering,弗吉尼亚理工大学土木基础建设工程硕士,/majr_71969,QS排名：300+,工科 土木工程,90,6.5,/,/,20,/,/,/,,土木工程,25,秋季/春季,30学分,16721.5美元/学期,US
MSc Applied Actuarial Science,肯特大学应用精算科学理学硕士,/majr_52196,QS排名：300+,商科 金工金数,85,6,,,L:17 | R:18 | W:17 | S:20 ,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"精算风险管理1, 精算风险管理2, 通讯, 企业风险管理, 人寿保险, 金融和投资, 衍生证券, 一般保险准备金和资本建模, 一般保险定价, 精算研究入门, 短期项目（精算研究）, R在数据科学中的应用, 先知, 先知2, 金融建模",金工金数,26,9月,1年,21900英镑/年,Britain
MSc Applied Actuarial Science with an Industrial Placement,肯特大学应用精算科学理学硕士（行业实习）,/majr_61705,QS排名：300+,商科 金工金数,85,6,,,L:17 | R:18 | W:17 | S:20 ,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"精算风险管理1, 精算风险管理2, 通讯, 工业布局报告和演示文稿, 工业布局经验, 企业风险管理, 人寿保险, 金融和投资, 衍生证券, 一般保险准备金和资本建模, 一般保险定价, 精算研究入门, 短期项目（精算研究）, R在数据科学中的应用, 先知, 金融建模",金工金数,26,9月,2年,21900英镑/年,Britain
MSc Applied Actuarial Science (International Master's),肯特大学应用精算科学理学硕士（国际硕士）,/majr_61706,QS排名：300+,商科 金工金数,85,6,,,L:17 | R:18 | W:17 | S:20 ,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"保险统计, 时间序列建模和仿真, 精算科学的概率统计, 精算数学, 商业经济学, 生存分析, 财务与财务报告, 金融经济学和资产负债模型, 随机过程, 金融衍生工具数学, 财务建模, 精算风险管理1, 精算风险管理2, 通讯, 企业风险管理, 人寿保险, 金融和投资, 衍生证券, 一般保险准备金和资本建模, 一般保险定价, 精算研究入门, 短期项目（精算研究）, R在数据科学中的应用, 先知",金工金数,26,9月,2年,21900英镑/年,Britain
MSc Actuarial Science,肯特大学精算学理学硕士,/majr_67543,QS排名：300+,商科 金工金数,85,6,,,L:17 | R:18 | W:17 | S:20 ,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"金融数学, 精算科学概率论与统计, 精算数学, 商业经济学, 生存分析, 财务及财务报告, 金融经济学和资产负债模型, 金融衍生品数学, 金融建模, 时间序列建模与仿真, 随机过程",金工金数,26,9月,1年,21900英镑/年,Britain
MSc Actuarial Science with an Industrial Placement,肯特大学精算学理学硕士（含实习）,/majr_67544,QS排名：300+,商科 金工金数,85,6,,,L:17 | R:18 | W:17 | S:20 ,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"金融数学, 精算科学概率论与统计, 精算数学, 商业经济学, 生存分析, 财务及财务报告, 金融经济学和资产负债模型, 金融衍生品数学, 金融建模, 时间序列建模与仿真, 随机过程, 实习报告与呈现, 实习经历",金工金数,26,9月,2年,21900英镑/年,Britain
MSc Applied Actuarial Science with an Industrial Placement (International Master's),肯特大学应用精算学国际理学硕士（含实习）,/majr_67547,QS排名：300+,商科 金工金数,85,6,,,L:17 | R:18 | W:17 | S:20 ,L:5.5 | R:5.5 | W:5.5 | S:5.5 ,,,"精算风险管理1, 精算风险管理2, 沟通, 企业风险管理, 人寿保险, 金融与投资, 衍生证券, 一般保险准备金与资本模型, 一般保险定价, 精算研究导论, 短期项目(精算研究), 先驱, 先驱2, 金融建模, 数据科学与R语言",金工金数,26,9月,3年,21900英镑/年,Britain
MSc FinTech,肯特大学金融科技理学硕士,/majr_67559,QS排名：300+,商科 金工金数,90,6.5,,,L:20 | R:22 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"金融风险管理, 金融科技, 金融基础, 定量方法, Python金融编程, 算法交易, 研究方法与技能(金融), 机器学习与预测, 大数据分析与可视化, 项目",金工金数,26,9月,1年,19300英镑/年,Britain
MSc Finance,肯特大学金融学理学硕士,/majr_52135,QS排名：300+,商科 金融,90,6.5,,,L:20 | R:22 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"衍生品, 金融基础, 定量方法, 金融风险管理要点, 金融数据建模, 投资和组合管理, 金融学调研方法和技巧, 国际商业道德, Excel在金融的应用, 财务报表分析, 金融法规与金融危机, 固定收益市场, 学位论文",金融,39,9月,1年,19300英镑/年,Britain
MSc Finance and Management,肯特大学金融与管理理学硕士,/majr_61685,QS排名：300+,商科 金融,90,6.5,,,L:20 | R:22 | W:21 | S:22 ,L:6 | R:6 | W:6 | S:6 ,,,"企业金融, 金融基础, 企业责任与全球化, 国际金融市场与工具, 金融调研方法和技巧, 组织行为学和人资管理, 国际视野下的商务, 财务监管和金融风险, 战略学, 国际商业道德, 信贷风险, 投资和组合管理, 管理跨国企业, 金融业务报告",金融,39,9月,1年,19300英镑/年,Britain
